ID,Title,Difficulty,Tags,Link
2774,Array Upper Bound,Easy,,https://leetcode.com/problems/array-upper-bound/
2775,Undefined to Null,Medium,,https://leetcode.com/problems/undefined-to-null/
2776,Convert Callback Based Function to Promise Based Function,Medium,,https://leetcode.com/problems/convert-callback-based-function-to-promise-based-function/
2777,Date Range Generator,Medium,,https://leetcode.com/problems/date-range-generator/
2778,Sum of Squares of Special Elements,Easy,"Array, Enumeration",https://leetcode.com/problems/sum-of-squares-of-special-elements/
2779,Maximum Beauty of an Array After Applying Operation,Medium,"Array, Binary Search, Sliding Window, Sorting",https://leetcode.com/problems/maximum-beauty-of-an-array-after-applying-operation/
2780,Minimum Index of a Valid Split,Medium,"Array, Hash Table, Sorting",https://leetcode.com/problems/minimum-index-of-a-valid-split/
2781,Length of the Longest Valid Substring,Hard,"Array, Hash Table, String, Sliding Window",https://leetcode.com/problems/length-of-the-longest-valid-substring/
2782,Number of Unique Categories,Medium,"Union Find, Interactive, Counting",https://leetcode.com/problems/number-of-unique-categories/
2783,Flight Occupancy and Waitlist Analysis,Medium,Database,https://leetcode.com/problems/flight-occupancy-and-waitlist-analysis/
2784,Check if Array is Good,Easy,"Array, Hash Table, Sorting",https://leetcode.com/problems/check-if-array-is-good/
2785,Sort Vowels in a String,Medium,"String, Sorting",https://leetcode.com/problems/sort-vowels-in-a-string/
2786,Visit Array Positions to Maximize Score,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/visit-array-positions-to-maximize-score/
2787,Ways to Express an Integer as Sum of Powers,Medium,Dynamic Programming,https://leetcode.com/problems/ways-to-express-an-integer-as-sum-of-powers/
2788,Split Strings by Separator,Easy,"Array, String",https://leetcode.com/problems/split-strings-by-separator/
2789,Largest Element in an Array after Merge Operations,Medium,"Array, Greedy",https://leetcode.com/problems/largest-element-in-an-array-after-merge-operations/
2790,Maximum Number of Groups With Increasing Length,Hard,"Array, Math, Binary Search, Greedy, Sorting",https://leetcode.com/problems/maximum-number-of-groups-with-increasing-length/
2791,Count Paths That Can Form a Palindrome in a Tree,Hard,"Dynamic Programming, Bit Manipulation, Tree, Depth-First Search, Bitmask",https://leetcode.com/problems/count-paths-that-can-form-a-palindrome-in-a-tree/
2792,Count Nodes That Are Great Enough,Hard,"Divide and Conquer, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/count-nodes-that-are-great-enough/
2793,Status of Flight Tickets,Hard,,https://leetcode.com/problems/status-of-flight-tickets/
2794,Create Object from Two Arrays,Easy,,https://leetcode.com/problems/create-object-from-two-arrays/
2795,Parallel Execution of Promises for Individual Results Retrieval,Medium,,https://leetcode.com/problems/parallel-execution-of-promises-for-individual-results-retrieval/
2796,Repeat String,Easy,,https://leetcode.com/problems/repeat-string/
2797,Partial Function with Placeholders,Easy,,https://leetcode.com/problems/partial-function-with-placeholders/
2798,Number of Employees Who Met the Target,Easy,Array,https://leetcode.com/problems/number-of-employees-who-met-the-target/
2799,Count Complete Subarrays in an Array,Medium,"Array, Hash Table, Sliding Window",https://leetcode.com/problems/count-complete-subarrays-in-an-array/
2800,Shortest String That Contains Three Strings,Medium,"String, Greedy, Enumeration",https://leetcode.com/problems/shortest-string-that-contains-three-strings/
2801,Count Stepping Numbers in Range,Hard,"String, Dynamic Programming",https://leetcode.com/problems/count-stepping-numbers-in-range/
2802,Find The K-th Lucky Number,Medium,"Math, String, Bit Manipulation",https://leetcode.com/problems/find-the-k-th-lucky-number/
2803,Factorial Generator,Easy,,https://leetcode.com/problems/factorial-generator/
2804,Array Prototype ForEach,Easy,,https://leetcode.com/problems/array-prototype-foreach/
2805,Custom Interval,Medium,,https://leetcode.com/problems/custom-interval/
2806,Account Balance After Rounded Purchase,Easy,Math,https://leetcode.com/problems/account-balance-after-rounded-purchase/
2807,Insert Greatest Common Divisors in Linked List,Medium,"Linked List, Math, Number Theory",https://leetcode.com/problems/insert-greatest-common-divisors-in-linked-list/
2808,Minimum Seconds to Equalize a Circular Array,Medium,"Array, Hash Table",https://leetcode.com/problems/minimum-seconds-to-equalize-a-circular-array/
2809,Minimum Time to Make Array Sum At Most x,Hard,"Array, Dynamic Programming, Sorting",https://leetcode.com/problems/minimum-time-to-make-array-sum-at-most-x/
2810,Faulty Keyboard,Easy,"String, Simulation",https://leetcode.com/problems/faulty-keyboard/
2811,Check if it is Possible to Split Array,Medium,"Array, Dynamic Programming, Greedy",https://leetcode.com/problems/check-if-it-is-possible-to-split-array/
2812,Find the Safest Path in a Grid,Medium,"Array, Binary Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix",https://leetcode.com/problems/find-the-safest-path-in-a-grid/
2813,Maximum Elegance of a K-Length Subsequence,Hard,"Array, Hash Table, Stack, Greedy, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence/
2814,Minimum Time Takes to Reach Destination Without Drowning,Hard,"Array, Breadth-First Search, Matrix",https://leetcode.com/problems/minimum-time-takes-to-reach-destination-without-drowning/
2815,Max Pair Sum in an Array,Easy,"Array, Hash Table",https://leetcode.com/problems/max-pair-sum-in-an-array/
2816,Double a Number Represented as a Linked List,Medium,"Linked List, Math, Stack",https://leetcode.com/problems/double-a-number-represented-as-a-linked-list/
2817,Minimum Absolute Difference Between Elements With Constraint,Medium,"Array, Binary Search, Ordered Set",https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint/
2818,Apply Operations to Maximize Score,Hard,"Array, Math, Stack, Greedy, Sorting, Monotonic Stack, Number Theory",https://leetcode.com/problems/apply-operations-to-maximize-score/
2819,Minimum Relative Loss After Buying Chocolates,Hard,"Array, Binary Search, Sorting, Prefix Sum",https://leetcode.com/problems/minimum-relative-loss-after-buying-chocolates/
2820,Election Results,Medium,,https://leetcode.com/problems/election-results/
2821,Delay the Resolution of Each Promise,Medium,,https://leetcode.com/problems/delay-the-resolution-of-each-promise/
2822,Inversion of Object,Easy,,https://leetcode.com/problems/inversion-of-object/
2823,Deep Object Filter,Medium,,https://leetcode.com/problems/deep-object-filter/
2824,Count Pairs Whose Sum is Less than Target,Easy,"Array, Two Pointers, Binary Search, Sorting",https://leetcode.com/problems/count-pairs-whose-sum-is-less-than-target/
2825,Make String a Subsequence Using Cyclic Increments,Medium,"Two Pointers, String",https://leetcode.com/problems/make-string-a-subsequence-using-cyclic-increments/
2826,Sorting Three Groups,Medium,"Array, Binary Search, Dynamic Programming",https://leetcode.com/problems/sorting-three-groups/
2827,Number of Beautiful Integers in the Range,Hard,"Math, Dynamic Programming",https://leetcode.com/problems/number-of-beautiful-integers-in-the-range/
2828,Check if a String Is an Acronym of Words,Easy,"Array, String",https://leetcode.com/problems/check-if-a-string-is-an-acronym-of-words/
2829,Determine the Minimum Sum of a k-avoiding Array,Medium,"Math, Greedy",https://leetcode.com/problems/determine-the-minimum-sum-of-a-k-avoiding-array/
2830,Maximize the Profit as the Salesman,Medium,"Array, Hash Table, Binary Search, Dynamic Programming, Sorting",https://leetcode.com/problems/maximize-the-profit-as-the-salesman/
2831,Find the Longest Equal Subarray,Medium,"Array, Hash Table, Binary Search, Sliding Window",https://leetcode.com/problems/find-the-longest-equal-subarray/
2832,Maximal Range That Each Element Is Maximum in It,Medium,"Array, Stack, Monotonic Stack",https://leetcode.com/problems/maximal-range-that-each-element-is-maximum-in-it/
2833,Furthest Point From Origin,Easy,"String, Counting",https://leetcode.com/problems/furthest-point-from-origin/
2834,Find the Minimum Possible Sum of a Beautiful Array,Medium,"Math, Greedy",https://leetcode.com/problems/find-the-minimum-possible-sum-of-a-beautiful-array/
2835,Minimum Operations to Form Subsequence With Target Sum,Hard,"Array, Greedy, Bit Manipulation",https://leetcode.com/problems/minimum-operations-to-form-subsequence-with-target-sum/
2836,Maximize Value of Function in a Ball Passing Game,Hard,"Array, Dynamic Programming, Bit Manipulation",https://leetcode.com/problems/maximize-value-of-function-in-a-ball-passing-game/
2837,Total Traveled Distance,Easy,Database,https://leetcode.com/problems/total-traveled-distance/
2838,Maximum Coins Heroes Can Collect,Medium,"Array, Two Pointers, Binary Search, Sorting, Prefix Sum",https://leetcode.com/problems/maximum-coins-heroes-can-collect/
2839,Check if Strings Can be Made Equal With Operations I,Easy,String,https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-i/
2840,Check if Strings Can be Made Equal With Operations II,Medium,"Hash Table, String, Sorting",https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-ii/
2841,Maximum Sum of Almost Unique Subarray,Medium,"Array, Hash Table, Sliding Window",https://leetcode.com/problems/maximum-sum-of-almost-unique-subarray/
2842,Count K-Subsequences of a String With Maximum Beauty,Hard,"Hash Table, Math, String, Greedy, Combinatorics",https://leetcode.com/problems/count-k-subsequences-of-a-string-with-maximum-beauty/
2843,Count Symmetric Integers,Easy,"Math, Enumeration",https://leetcode.com/problems/count-symmetric-integers/
2844,Minimum Operations to Make a Special Number,Medium,"Math, String, Greedy, Enumeration",https://leetcode.com/problems/minimum-operations-to-make-a-special-number/
2845,Count of Interesting Subarrays,Medium,"Array, Hash Table, Prefix Sum",https://leetcode.com/problems/count-of-interesting-subarrays/
2846,Minimum Edge Weight Equilibrium Queries in a Tree,Hard,"Array, Tree, Graph, Strongly Connected Component",https://leetcode.com/problems/minimum-edge-weight-equilibrium-queries-in-a-tree/
2847,Smallest Number With Given Digit Product,Medium,"Math, Greedy",https://leetcode.com/problems/smallest-number-with-given-digit-product/
2848,Points That Intersect With Cars,Easy,"Array, Hash Table, Prefix Sum",https://leetcode.com/problems/points-that-intersect-with-cars/
2849,Determine if a Cell Is Reachable at a Given Time,Medium,Math,https://leetcode.com/problems/determine-if-a-cell-is-reachable-at-a-given-time/
2850,Minimum Moves to Spread Stones Over Grid,Medium,"Array, Dynamic Programming, Breadth-First Search, Matrix",https://leetcode.com/problems/minimum-moves-to-spread-stones-over-grid/
2851,String Transformation,Hard,"Math, String, Dynamic Programming, String Matching",https://leetcode.com/problems/string-transformation/
2852,Sum of Remoteness of All Cells,Medium,"Array, Hash Table, Depth-First Search, Breadth-First Search, Union Find, Matrix",https://leetcode.com/problems/sum-of-remoteness-of-all-cells/
2853,Highest Salaries Difference,Easy,Database,https://leetcode.com/problems/highest-salaries-difference/
2854,Rolling Average Steps,Medium,Database,https://leetcode.com/problems/rolling-average-steps/
2855,Minimum Right Shifts to Sort the Array,Easy,Array,https://leetcode.com/problems/minimum-right-shifts-to-sort-the-array/
2856,Minimum Array Length After Pair Removals,Medium,"Array, Hash Table, Two Pointers, Binary Search, Greedy, Counting",https://leetcode.com/problems/minimum-array-length-after-pair-removals/
2857,Count Pairs of Points With Distance k,Medium,"Array, Hash Table, Bit Manipulation",https://leetcode.com/problems/count-pairs-of-points-with-distance-k/
2858,Minimum Edge Reversals So Every Node Is Reachable,Hard,"Dynamic Programming, Depth-First Search, Breadth-First Search, Graph",https://leetcode.com/problems/minimum-edge-reversals-so-every-node-is-reachable/
2859,Sum of Values at Indices With K Set Bits,Easy,"Array, Bit Manipulation",https://leetcode.com/problems/sum-of-values-at-indices-with-k-set-bits/
2860,Happy Students,Medium,"Array, Sorting, Enumeration",https://leetcode.com/problems/happy-students/
2861,Maximum Number of Alloys,Medium,"Array, Binary Search",https://leetcode.com/problems/maximum-number-of-alloys/
2862,Maximum Element-Sum of a Complete Subset of Indices,Hard,"Array, Math, Number Theory",https://leetcode.com/problems/maximum-element-sum-of-a-complete-subset-of-indices/
2863,Maximum Length of Semi-Decreasing Subarrays,Medium,"Array, Stack, Sorting, Monotonic Stack",https://leetcode.com/problems/maximum-length-of-semi-decreasing-subarrays/
2864,Maximum Odd Binary Number,Easy,"Math, String, Greedy",https://leetcode.com/problems/maximum-odd-binary-number/
2865,Beautiful Towers I,Medium,"Array, Stack, Monotonic Stack",https://leetcode.com/problems/beautiful-towers-i/
2866,Beautiful Towers II,Medium,"Array, Stack, Monotonic Stack",https://leetcode.com/problems/beautiful-towers-ii/
2867,Count Valid Paths in a Tree,Hard,"Math, Dynamic Programming, Tree, Depth-First Search, Number Theory",https://leetcode.com/problems/count-valid-paths-in-a-tree/
2868,The Wording Game,Hard,"Array, Math, Two Pointers, String, Greedy, Game Theory",https://leetcode.com/problems/the-wording-game/
2869,Minimum Operations to Collect Elements,Easy,"Array, Hash Table, Bit Manipulation",https://leetcode.com/problems/minimum-operations-to-collect-elements/
2870,Minimum Number of Operations to Make Array Empty,Medium,"Array, Hash Table, Greedy, Counting",https://leetcode.com/problems/minimum-number-of-operations-to-make-array-empty/
2871,Split Array Into Maximum Number of Subarrays,Medium,"Array, Greedy, Bit Manipulation",https://leetcode.com/problems/split-array-into-maximum-number-of-subarrays/
2872,Maximum Number of K-Divisible Components,Hard,"Tree, Depth-First Search",https://leetcode.com/problems/maximum-number-of-k-divisible-components/
2873,Maximum Value of an Ordered Triplet I,Easy,Array,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-i/
2874,Maximum Value of an Ordered Triplet II,Medium,Array,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-ii/
2875,Minimum Size Subarray in Infinite Array,Medium,"Array, Hash Table, Sliding Window, Prefix Sum",https://leetcode.com/problems/minimum-size-subarray-in-infinite-array/
2876,Count Visited Nodes in a Directed Graph,Hard,"Dynamic Programming, Graph, Memoization",https://leetcode.com/problems/count-visited-nodes-in-a-directed-graph/
2877,Create a DataFrame from List,Easy,,https://leetcode.com/problems/create-a-dataframe-from-list/
2878,Get the Size of a DataFrame,Easy,,https://leetcode.com/problems/get-the-size-of-a-dataframe/
2879,Display the First Three Rows,Easy,,https://leetcode.com/problems/display-the-first-three-rows/
2880,Select Data,Easy,,https://leetcode.com/problems/select-data/
2881,Create a New Column,Easy,,https://leetcode.com/problems/create-a-new-column/
2882,Drop Duplicate Rows,Easy,,https://leetcode.com/problems/drop-duplicate-rows/
2883,Drop Missing Data,Easy,,https://leetcode.com/problems/drop-missing-data/
2884,Modify Columns,Easy,,https://leetcode.com/problems/modify-columns/
2885,Rename Columns,Easy,,https://leetcode.com/problems/rename-columns/
2886,Change Data Type,Easy,,https://leetcode.com/problems/change-data-type/
2887,Fill Missing Data,Easy,,https://leetcode.com/problems/fill-missing-data/
2888,Reshape Data: Concatenate,Easy,,https://leetcode.com/problems/reshape-data-concatenate/
2889,Reshape Data: Pivot,Easy,,https://leetcode.com/problems/reshape-data-pivot/
2890,Reshape Data: Melt,Easy,,https://leetcode.com/problems/reshape-data-melt/
2891,Method Chaining,Easy,,https://leetcode.com/problems/method-chaining/
2892,Minimizing Array After Replacing Pairs With Their Product,Medium,"Array, Dynamic Programming, Greedy",https://leetcode.com/problems/minimizing-array-after-replacing-pairs-with-their-product/
2893,Calculate Orders Within Each Interval,Medium,Database,https://leetcode.com/problems/calculate-orders-within-each-interval/
2894,Divisible and Non-divisible Sums Difference,Easy,Math,https://leetcode.com/problems/divisible-and-non-divisible-sums-difference/
2895,Minimum Processing Time,Medium,"Array, Greedy, Sorting",https://leetcode.com/problems/minimum-processing-time/
2896,Apply Operations to Make Two Strings Equal,Medium,"String, Dynamic Programming",https://leetcode.com/problems/apply-operations-to-make-two-strings-equal/
2897,Apply Operations on Array to Maximize Sum of Squares,Hard,"Array, Hash Table, Greedy, Bit Manipulation",https://leetcode.com/problems/apply-operations-on-array-to-maximize-sum-of-squares/
2898,Maximum Linear Stock Score,Medium,"Array, Hash Table",https://leetcode.com/problems/maximum-linear-stock-score/
2899,Last Visited Integers,Easy,"Array, Simulation",https://leetcode.com/problems/last-visited-integers/
2900,Longest Unequal Adjacent Groups Subsequence I,Easy,"Array, String, Dynamic Programming, Greedy",https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-i/
2901,Longest Unequal Adjacent Groups Subsequence II,Medium,"Array, String, Dynamic Programming",https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-ii/
2902,Count of Sub-Multisets With Bounded Sum,Hard,"Array, Hash Table, Dynamic Programming, Sliding Window",https://leetcode.com/problems/count-of-sub-multisets-with-bounded-sum/
2903,Find Indices With Index and Value Difference I,Easy,"Array, Two Pointers",https://leetcode.com/problems/find-indices-with-index-and-value-difference-i/
2904,Shortest and Lexicographically Smallest Beautiful String,Medium,"String, Sliding Window",https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string/
2905,Find Indices With Index and Value Difference II,Medium,"Array, Two Pointers",https://leetcode.com/problems/find-indices-with-index-and-value-difference-ii/
2906,Construct Product Matrix,Medium,"Array, Matrix, Prefix Sum",https://leetcode.com/problems/construct-product-matrix/
2907,Maximum Profitable Triplets With Increasing Prices I,Medium,"Array, Binary Indexed Tree, Segment Tree",https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-i/
2908,Minimum Sum of Mountain Triplets I,Easy,Array,https://leetcode.com/problems/minimum-sum-of-mountain-triplets-i/
2909,Minimum Sum of Mountain Triplets II,Medium,Array,https://leetcode.com/problems/minimum-sum-of-mountain-triplets-ii/
2910,Minimum Number of Groups to Create a Valid Assignment,Medium,"Array, Hash Table, Greedy",https://leetcode.com/problems/minimum-number-of-groups-to-create-a-valid-assignment/
2911,Minimum Changes to Make K Semi-palindromes,Hard,"Two Pointers, String, Dynamic Programming",https://leetcode.com/problems/minimum-changes-to-make-k-semi-palindromes/
2912,Number of Ways to Reach Destination in the Grid,Hard,"Math, Dynamic Programming, Combinatorics",https://leetcode.com/problems/number-of-ways-to-reach-destination-in-the-grid/
2913,Subarrays Distinct Element Sum of Squares I,Easy,"Array, Hash Table",https://leetcode.com/problems/subarrays-distinct-element-sum-of-squares-i/
2914,Minimum Number of Changes to Make Binary String Beautiful,Medium,String,https://leetcode.com/problems/minimum-number-of-changes-to-make-binary-string-beautiful/
2915,Length of the Longest Subsequence That Sums to Target,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/length-of-the-longest-subsequence-that-sums-to-target/
2916,Subarrays Distinct Element Sum of Squares II,Hard,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree",https://leetcode.com/problems/subarrays-distinct-element-sum-of-squares-ii/
2917,Find the K-or of an Array,Easy,"Array, Bit Manipulation",https://leetcode.com/problems/find-the-k-or-of-an-array/
2918,Minimum Equal Sum of Two Arrays After Replacing Zeros,Medium,"Array, Greedy",https://leetcode.com/problems/minimum-equal-sum-of-two-arrays-after-replacing-zeros/
2919,Minimum Increment Operations to Make Array Beautiful,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/minimum-increment-operations-to-make-array-beautiful/
2920,Maximum Points After Collecting Coins From All Nodes,Hard,"Array, Dynamic Programming, Bit Manipulation, Tree, Depth-First Search, Memoization",https://leetcode.com/problems/maximum-points-after-collecting-coins-from-all-nodes/
2921,Maximum Profitable Triplets With Increasing Prices II,Hard,"Array, Binary Indexed Tree, Segment Tree",https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-ii/
2922,Market Analysis III,Medium,Database,https://leetcode.com/problems/market-analysis-iii/
2923,Find Champion I,Easy,"Array, Matrix",https://leetcode.com/problems/find-champion-i/
2924,Find Champion II,Medium,Graph,https://leetcode.com/problems/find-champion-ii/
2925,Maximum Score After Applying Operations on a Tree,Medium,"Dynamic Programming, Tree, Depth-First Search",https://leetcode.com/problems/maximum-score-after-applying-operations-on-a-tree/
2926,Maximum Balanced Subsequence Sum,Hard,"Array, Binary Search, Dynamic Programming, Binary Indexed Tree, Segment Tree",https://leetcode.com/problems/maximum-balanced-subsequence-sum/
2927,Distribute Candies Among Children III,Hard,"Math, Combinatorics",https://leetcode.com/problems/distribute-candies-among-children-iii/
2928,Distribute Candies Among Children I,Easy,"Math, Combinatorics, Enumeration",https://leetcode.com/problems/distribute-candies-among-children-i/
2929,Distribute Candies Among Children II,Medium,"Math, Combinatorics, Enumeration",https://leetcode.com/problems/distribute-candies-among-children-ii/
2930,Number of Strings Which Can Be Rearranged to Contain Substring,Medium,"Math, Dynamic Programming, Combinatorics",https://leetcode.com/problems/number-of-strings-which-can-be-rearranged-to-contain-substring/
2931,Maximum Spending After Buying Items,Hard,"Array, Greedy, Sorting, Heap (Priority Queue), Matrix",https://leetcode.com/problems/maximum-spending-after-buying-items/
2932,Maximum Strong Pair XOR I,Easy,"Array, Hash Table, Bit Manipulation, Trie, Sliding Window",https://leetcode.com/problems/maximum-strong-pair-xor-i/
2933,High-Access Employees,Medium,"Array, Hash Table, String, Sorting",https://leetcode.com/problems/high-access-employees/
2934,Minimum Operations to Maximize Last Elements in Arrays,Medium,"Array, Enumeration",https://leetcode.com/problems/minimum-operations-to-maximize-last-elements-in-arrays/
2935,Maximum Strong Pair XOR II,Hard,"Array, Hash Table, Bit Manipulation, Trie, Sliding Window",https://leetcode.com/problems/maximum-strong-pair-xor-ii/
2936,Number of Equal Numbers Blocks,Medium,"Array, Binary Search, Interactive",https://leetcode.com/problems/number-of-equal-numbers-blocks/
2937,Make Three Strings Equal,Easy,String,https://leetcode.com/problems/make-three-strings-equal/
2938,Separate Black and White Balls,Medium,"Two Pointers, String, Greedy",https://leetcode.com/problems/separate-black-and-white-balls/
2939,Maximum Xor Product,Medium,"Math, Greedy, Bit Manipulation",https://leetcode.com/problems/maximum-xor-product/
2940,Find Building Where Alice and Bob Can Meet,Hard,"Array, Binary Search, Stack, Binary Indexed Tree, Segment Tree, Heap (Priority Queue), Monotonic Stack",https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet/
2941,Maximum GCD-Sum of a Subarray,Hard,"Array, Math, Binary Search, Number Theory",https://leetcode.com/problems/maximum-gcd-sum-of-a-subarray/
2942,Find Words Containing Character,Easy,"Array, String",https://leetcode.com/problems/find-words-containing-character/
2943,Maximize Area of Square Hole in Grid,Medium,"Array, Sorting",https://leetcode.com/problems/maximize-area-of-square-hole-in-grid/
2944,Minimum Number of Coins for Fruits,Medium,"Array, Dynamic Programming, Queue, Heap (Priority Queue), Monotonic Queue",https://leetcode.com/problems/minimum-number-of-coins-for-fruits/
2945,Find Maximum Non-decreasing Array Length,Hard,"Array, Binary Search, Dynamic Programming, Stack, Queue, Monotonic Stack, Monotonic Queue",https://leetcode.com/problems/find-maximum-non-decreasing-array-length/
2946,Matrix Similarity After Cyclic Shifts,Easy,"Array, Math, Matrix, Simulation",https://leetcode.com/problems/matrix-similarity-after-cyclic-shifts/
2947,Count Beautiful Substrings I,Medium,"Hash Table, Math, String, Enumeration, Number Theory, Prefix Sum",https://leetcode.com/problems/count-beautiful-substrings-i/
2948,Make Lexicographically Smallest Array by Swapping Elements,Medium,"Array, Union Find, Sorting",https://leetcode.com/problems/make-lexicographically-smallest-array-by-swapping-elements/
2949,Count Beautiful Substrings II,Hard,"Hash Table, Math, String, Number Theory, Prefix Sum",https://leetcode.com/problems/count-beautiful-substrings-ii/
2950,Number of Divisible Substrings,Medium,"Hash Table, String, Counting, Prefix Sum",https://leetcode.com/problems/number-of-divisible-substrings/
2951,Find the Peaks,Easy,"Array, Enumeration",https://leetcode.com/problems/find-the-peaks/
2952,Minimum Number of Coins to be Added,Medium,"Array, Greedy, Sorting",https://leetcode.com/problems/minimum-number-of-coins-to-be-added/
2953,Count Complete Substrings,Hard,"Hash Table, String, Sliding Window",https://leetcode.com/problems/count-complete-substrings/
2954,Count the Number of Infection Sequences,Hard,"Array, Math, Combinatorics",https://leetcode.com/problems/count-the-number-of-infection-sequences/
2955,Number of Same-End Substrings,Medium,"Array, Hash Table, String, Counting, Prefix Sum",https://leetcode.com/problems/number-of-same-end-substrings/
2956,Find Common Elements Between Two Arrays,Easy,"Array, Hash Table",https://leetcode.com/problems/find-common-elements-between-two-arrays/
2957,Remove Adjacent Almost-Equal Characters,Medium,"String, Dynamic Programming, Greedy",https://leetcode.com/problems/remove-adjacent-almost-equal-characters/
2958,Length of Longest Subarray With at Most K Frequency,Medium,"Array, Hash Table, Sliding Window",https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency/
2959,Number of Possible Sets of Closing Branches,Hard,"Bit Manipulation, Graph, Heap (Priority Queue), Enumeration, Shortest Path",https://leetcode.com/problems/number-of-possible-sets-of-closing-branches/
2960,Count Tested Devices After Test Operations,Easy,"Array, Simulation, Counting",https://leetcode.com/problems/count-tested-devices-after-test-operations/
2961,Double Modular Exponentiation,Medium,"Array, Math, Simulation",https://leetcode.com/problems/double-modular-exponentiation/
2962,Count Subarrays Where Max Element Appears at Least K Times,Medium,"Array, Sliding Window",https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times/
2963,Count the Number of Good Partitions,Hard,"Array, Hash Table, Math, Combinatorics",https://leetcode.com/problems/count-the-number-of-good-partitions/
2964,Number of Divisible Triplet Sums,Medium,"Array, Hash Table",https://leetcode.com/problems/number-of-divisible-triplet-sums/
2965,Find Missing and Repeated Values,Easy,"Array, Hash Table, Math, Matrix",https://leetcode.com/problems/find-missing-and-repeated-values/
2966,Divide Array Into Arrays With Max Difference,Medium,"Array, Greedy, Sorting",https://leetcode.com/problems/divide-array-into-arrays-with-max-difference/
2967,Minimum Cost to Make Array Equalindromic,Medium,"Array, Math, Binary Search, Greedy, Sorting",https://leetcode.com/problems/minimum-cost-to-make-array-equalindromic/
2968,Apply Operations to Maximize Frequency Score,Hard,"Array, Binary Search, Sliding Window, Sorting, Prefix Sum",https://leetcode.com/problems/apply-operations-to-maximize-frequency-score/
2969,Minimum Number of Coins for Fruits II,Hard,"Array, Dynamic Programming, Queue, Heap (Priority Queue), Monotonic Queue",https://leetcode.com/problems/minimum-number-of-coins-for-fruits-ii/
2970,Count the Number of Incremovable Subarrays I,Easy,"Array, Two Pointers, Binary Search, Enumeration",https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-i/
2971,Find Polygon With the Largest Perimeter,Medium,"Array, Greedy, Sorting, Prefix Sum",https://leetcode.com/problems/find-polygon-with-the-largest-perimeter/
2972,Count the Number of Incremovable Subarrays II,Hard,"Array, Two Pointers, Binary Search",https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-ii/
2973,Find Number of Coins to Place in Tree Nodes,Hard,"Dynamic Programming, Tree, Depth-First Search, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/find-number-of-coins-to-place-in-tree-nodes/
2974,Minimum Number Game,Easy,"Array, Sorting, Heap (Priority Queue), Simulation",https://leetcode.com/problems/minimum-number-game/
2975,Maximum Square Area by Removing Fences From a Field,Medium,"Array, Hash Table, Enumeration",https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field/
2976,Minimum Cost to Convert String I,Medium,"Array, String, Graph, Shortest Path",https://leetcode.com/problems/minimum-cost-to-convert-string-i/
2977,Minimum Cost to Convert String II,Hard,"Array, String, Dynamic Programming, Graph, Trie, Shortest Path",https://leetcode.com/problems/minimum-cost-to-convert-string-ii/
2978,Symmetric Coordinates,Medium,Database,https://leetcode.com/problems/symmetric-coordinates/
2979,Most Expensive Item That Can Not Be Bought,Medium,"Math, Dynamic Programming, Number Theory",https://leetcode.com/problems/most-expensive-item-that-can-not-be-bought/
2980,Check if Bitwise OR Has Trailing Zeros,Easy,"Array, Bit Manipulation",https://leetcode.com/problems/check-if-bitwise-or-has-trailing-zeros/
2981,Find Longest Special Substring That Occurs Thrice I,Medium,"Hash Table, String, Binary Search, Sliding Window, Counting",https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-i/
2982,Find Longest Special Substring That Occurs Thrice II,Medium,"Hash Table, String, Binary Search, Sliding Window, Counting",https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/
2983,Palindrome Rearrangement Queries,Hard,"Hash Table, String, Prefix Sum",https://leetcode.com/problems/palindrome-rearrangement-queries/
2984,Find Peak Calling Hours for Each City,Medium,Database,https://leetcode.com/problems/find-peak-calling-hours-for-each-city/
